"gameid","gametype","blue","red","resultb","url","SPLIT_STRING(blue,',',1)","SPLIT_STRING(blue,',',2)","SPLIT_STRING(blue,',',3)","SPLIT_STRING(blue,',',4)","SPLIT_STRING(blue,',',5)","SPLIT_STRING(red,',',1)","SPLIT_STRING(red,',',2)","SPLIT_STRING(red,',',3)","SPLIT_STRING(red,',',4)","SPLIT_STRING(red,',',5)"
"3385028778","Normal","Pyke,Kai'Sa,Xin Zhao,Volibear,Lux","Poppy,Gragas,Yasuo,Akali,Caitlyn","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385028778&summonerId=5719121&gameTime=1539722062","Pyke","Kai'Sa","Xin Zhao","Volibear","Lux","Poppy","Gragas","Yasuo","Akali","Caitlyn"
"3385029148","Normal","Master Yi,Ahri,Cho'Gath,Zilean,Vayne","Annie,Ezreal,Urgot,Diana,Rengar","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385029148&summonerId=4925651&gameTime=1539722673","Master Yi","Ahri","Cho'Gath","Zilean","Vayne","Annie","Ezreal","Urgot","Diana","Rengar"
"3385032420","Normal","Aatrox,Zoe,Sona,Shaco,Sivir","Aatrox,Yasuo,Zyra,Lucian,Gragas","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385032420&summonerId=73890294&gameTime=1539713604","Aatrox","Zoe","Sona","Shaco","Sivir","Aatrox","Yasuo","Zyra","Lucian","Gragas"
"3385034627","Normal","Kai'Sa,Ryze,Sona,Nunu & Willump,Tristana","Yasuo,Ahri,Soraka,Ezreal,Hecarim","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385034627&summonerId=73890294&gameTime=1539715263","Kai'Sa","Ryze","Sona","Nunu & Willump","Tristana","Yasuo","Ahri","Soraka","Ezreal","Hecarim"
"3385035067","Normal","Lux,Nidalee,Thresh,Maokai,Kai'Sa","Yasuo,Lee Sin,Poppy,Varus,Rakan","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385035067&summonerId=62000645&gameTime=1539715755","Lux","Nidalee","Thresh","Maokai","Kai'Sa","Yasuo","Lee Sin","Poppy","Varus","Rakan"
"3385035695","Normal","Rumble,Morgana,Yasuo,Caitlyn,Kindred","Fiora,Janna,Caitlyn,Irelia,Kindred","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385035695&summonerId=6942653&gameTime=1539716468","Rumble","Morgana","Yasuo","Caitlyn","Kindred","Fiora","Janna","Caitlyn","Irelia","Kindred"
"3385039315","Normal","Zed,Kog'Maw,Thresh,Camille,Taliyah","Lucian,Aatrox,Kindred,Pyke,Yasuo","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385039315&summonerId=5841311&gameTime=1539723493","Zed","Kog'Maw","Thresh","Camille","Taliyah","Lucian","Aatrox","Kindred","Pyke","Yasuo"
"3385041116","Normal","Ashe,Heimerdinger,Evelynn,Lux,Irelia","Karma,Singed,Ezreal,Irelia,Zoe","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385041116&summonerId=62000645&gameTime=1539712455","Ashe","Heimerdinger","Evelynn","Lux","Irelia","Karma","Singed","Ezreal","Irelia","Zoe"
"3385048220","Normal","Kai'Sa,Yasuo,Ekko,Shyvana,Lulu","Ezreal,Teemo,Lee Sin,Zed,Viktor","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385048220&summonerId=8291620&gameTime=1539721336","Kai'Sa","Yasuo","Ekko","Shyvana","Lulu","Ezreal","Teemo","Lee Sin","Zed","Viktor"
"3385052263","Normal","Hecarim,Varus,Irelia,Pyke,Riven","Veigar,Fiddlesticks,Zac,Varus,Poppy","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385052263&summonerId=40411809&gameTime=1539714583","Hecarim","Varus","Irelia","Pyke","Riven","Veigar","Fiddlesticks","Zac","Varus","Poppy"
"3385057492","Normal","Heimerdinger,Lee Sin,Draven,Thresh,Volibear","Morgana,Syndra,Vi,Wukong,Ezreal","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385057492&summonerId=5719121&gameTime=1539719482","Heimerdinger","Lee Sin","Draven","Thresh","Volibear","Morgana","Syndra","Vi","Wukong","Ezreal"
"3385057570","Normal","Malphite,Pyke,Varus,Swain,Shaco","Kassadin,Kha'Zix,Cho'Gath,Galio,Riven","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385057570&summonerId=4925651&gameTime=1539720632","Malphite","Pyke","Varus","Swain","Shaco","Kassadin","Kha'Zix","Cho'Gath","Galio","Riven"
"3385057808","Normal","Braum,Lee Sin,Ashe,Zed,Yasuo","Graves,Ezreal,Dr. Mundo,Thresh,LeBlanc","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385057808&summonerId=10144897&gameTime=1539721380","Braum","Lee Sin","Ashe","Zed","Yasuo","Graves","Ezreal","Dr. Mundo","Thresh","LeBlanc"
"3385058106","Normal","Ryze,Darius,Lucian,Lee Sin,Thresh","Aatrox,Yasuo,Ezreal,Nami,Lee Sin","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385058106&summonerId=7804261&gameTime=1539721608","Ryze","Darius","Lucian","Lee Sin","Thresh","Aatrox","Yasuo","Ezreal","Nami","Lee Sin"
"3385057933","Normal","Jhin,LeBlanc,Malzahar,Graves,Darius","Viktor,Leona,Nunu & Willump,Ryze,Irelia","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385057933&summonerId=38421544&gameTime=1539721422","Jhin","LeBlanc","Malzahar","Graves","Darius","Viktor","Leona","Nunu & Willump","Ryze","Irelia"
"3385058390","Normal","Kai'Sa,Zyra,Amumu,Blitzcrank,Lucian","Teemo,Morgana,Akali,Irelia,Kai'Sa","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385058390&summonerId=73060467&gameTime=1539722073","Kai'Sa","Zyra","Amumu","Blitzcrank","Lucian","Teemo","Morgana","Akali","Irelia","Kai'Sa"
"3385132648","Normal","Zac,Pyke,Veigar,Viktor,Jhin","Ezreal,Zed,Kayn,Malphite,Fiddlesticks","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385132648&summonerId=42175271&gameTime=1539743682","Zac","Pyke","Veigar","Viktor","Jhin","Ezreal","Zed","Kayn","Malphite","Fiddlesticks"
"3385135578","Normal","Xayah,Kassadin,Fizz,Rakan,Viktor","Sivir,Jarvan IV,Malzahar,Ezreal,Riven","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385135578&summonerId=42175271&gameTime=1539745953","Xayah","Kassadin","Fizz","Rakan","Viktor","Sivir","Jarvan IV","Malzahar","Ezreal","Riven"
"3385137444","Normal","Poppy,Yasuo,Alistar,Jhin,Vayne","Lucian,Thresh,Sejuani,Vladimir,Urgot","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385137444&summonerId=9041656&gameTime=1539747806","Poppy","Yasuo","Alistar","Jhin","Vayne","Lucian","Thresh","Sejuani","Vladimir","Urgot"
"3385291348","Normal","Ezreal,Brand,Annie,Darius,Kayn","Jhin,Pyke,Zed,Brand,Veigar","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385291348&summonerId=1678784&gameTime=1539740987","Ezreal","Brand","Annie","Darius","Kayn","Jhin","Pyke","Zed","Brand","Veigar"
"3385293739","Normal","Lux,Riven,Blitzcrank,Jhin,Camille","Heimerdinger,Ezreal,Lee Sin,Soraka,Zed","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385293739&summonerId=1678784&gameTime=1539744375","Lux","Riven","Blitzcrank","Jhin","Camille","Heimerdinger","Ezreal","Lee Sin","Soraka","Zed"
"3385297960","Normal","Garen,Miss Fortune,Thresh,Nocturne,Teemo","Xin Zhao,Heimerdinger,Tristana,Leona,Nasus","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385297960&summonerId=9072373&gameTime=1539747837","Garen","Miss Fortune","Thresh","Nocturne","Teemo","Xin Zhao","Heimerdinger","Tristana","Leona","Nasus"
"3385297627","Normal","Ezreal,Nunu & Willump,Nasus,LeBlanc,Alistar","Heimerdinger,Ahri,Garen,Master Yi,LeBlanc","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385297627&summonerId=4844030&gameTime=1539747231","Ezreal","Nunu & Willump","Nasus","LeBlanc","Alistar","Heimerdinger","Ahri","Garen","Master Yi","LeBlanc"
"3385300676","Normal","Shaco,Thresh,Nasus,Zed,Sivir","Yasuo,Xin Zhao,Jhin,Anivia,Brand","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385300676&summonerId=1678784&gameTime=1539738454","Shaco","Thresh","Nasus","Zed","Sivir","Yasuo","Xin Zhao","Jhin","Anivia","Brand"
"3385303174","Normal","Warwick,Vayne,Graves,Ezreal,Zed","Graves,Malzahar,Illaoi,Soraka,Twitch","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385303174&summonerId=1678784&gameTime=1539741776","Warwick","Vayne","Graves","Ezreal","Zed","Graves","Malzahar","Illaoi","Soraka","Twitch"
"3385352571","Normal","Xin Zhao,Urgot,Varus,Heimerdinger,Karma","Graves,Xayah,Fiora,Thresh,Yasuo","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385352571&summonerId=8967256&gameTime=1539742241","Xin Zhao","Urgot","Varus","Heimerdinger","Karma","Graves","Xayah","Fiora","Thresh","Yasuo"
"3385355821","Normal","Irelia,Miss Fortune,Alistar,Kha'Zix,Viktor","Udyr,Akali,Kai'Sa,Leona,Urgot","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385355821&summonerId=5802440&gameTime=1539746205","Irelia","Miss Fortune","Alistar","Kha'Zix","Viktor","Udyr","Akali","Kai'Sa","Leona","Urgot"
"3385356101","Normal","Teemo,Urgot,Ryze,Irelia,Pyke","Ezreal,Tryndamere,Aatrox,Sona,Kalista","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385356101&summonerId=9072373&gameTime=1539746240","Teemo","Urgot","Ryze","Irelia","Pyke","Ezreal","Tryndamere","Aatrox","Sona","Kalista"
"3385358351","Normal","Akali,Sivir,Leona,Morgana,Riven","Nidalee,Pyke,Camille,Ashe,Alistar","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385358351&summonerId=1678784&gameTime=1539748619","Akali","Sivir","Leona","Morgana","Riven","Nidalee","Pyke","Camille","Ashe","Alistar"
"3385365894","Normal","Camille,Jhin,Kindred,Soraka,Zoe","Lux,Kai'Sa,Irelia,Leona,Zac","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385365894&summonerId=1678784&gameTime=1539746132","Camille","Jhin","Kindred","Soraka","Zoe","Lux","Kai'Sa","Irelia","Leona","Zac"
"3385454675","Normal","Viktor,Pyke,Irelia,Ezreal,Lee Sin","Janna,Akali,Irelia,Vayne,Nidalee","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385454675&summonerId=1400989&gameTime=1539752737","Viktor","Pyke","Irelia","Ezreal","Lee Sin","Janna","Akali","Irelia","Vayne","Nidalee"
"3385460896","Normal","Zilean,Kha'Zix,Gangplank,Yasuo,Sion","Gragas,Akali,Azir,Kai'Sa,Evelynn","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385460896&summonerId=1678784&gameTime=1539750204","Zilean","Kha'Zix","Gangplank","Yasuo","Sion","Gragas","Akali","Azir","Kai'Sa","Evelynn"
"3385460552","Normal","Zed,Xerath,Kha'Zix,Ezreal,Garen","Akali,Thresh,Zoe,Graves,Ashe","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385460552&summonerId=21050398&gameTime=1539750850","Zed","Xerath","Kha'Zix","Ezreal","Garen","Akali","Thresh","Zoe","Graves","Ashe"
"3385466316","Normal","Dr. Mundo,Teemo,Taric,Master Yi,Cho'Gath","Kai'Sa,Bard,Diana,Akali,Xin Zhao","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385466316&summonerId=74220226&gameTime=1539753590","Dr. Mundo","Teemo","Taric","Master Yi","Cho'Gath","Kai'Sa","Bard","Diana","Akali","Xin Zhao"
"3385464913","Normal","Urgot,Darius,Ezreal,Irelia,Pyke","Xayah,Rakan,Veigar,Lee Sin,Aatrox","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385464913&summonerId=21050398&gameTime=1539752922","Urgot","Darius","Ezreal","Irelia","Pyke","Xayah","Rakan","Veigar","Lee Sin","Aatrox"
"3385471822","Normal","Nunu & Willump,Kassadin,Jhin,Gangplank,Lee Sin","Alistar,Irelia,LeBlanc,Sivir,Nocturne","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385471822&summonerId=42175271&gameTime=1539751598","Nunu & Willump","Kassadin","Jhin","Gangplank","Lee Sin","Alistar","Irelia","LeBlanc","Sivir","Nocturne"
"3385474072","Normal","LeBlanc,Lee Sin,Yasuo,Ashe,Blitzcrank","Renekton,Twitch,Zilean,Xayah,Bard","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385474072&summonerId=24024074&gameTime=1539752894","LeBlanc","Lee Sin","Yasuo","Ashe","Blitzcrank","Renekton","Twitch","Zilean","Xayah","Bard"
"3385484076","Normal","Viktor,Kai'Sa,Rakan,Taliyah,Fizz","Xin Zhao,Yasuo,Rumble,Shen,Tristana","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385484076&summonerId=37330489&gameTime=1539753475","Viktor","Kai'Sa","Rakan","Taliyah","Fizz","Xin Zhao","Yasuo","Rumble","Shen","Tristana"
"3385484656","Normal","Camille,Draven,Irelia,Master Yi,Poppy","Karthus,Nidalee,Aatrox,Irelia,LeBlanc","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385484656&summonerId=60330504&gameTime=1539753826","Camille","Draven","Irelia","Master Yi","Poppy","Karthus","Nidalee","Aatrox","Irelia","LeBlanc"
"3385485508","Normal","Graves,Irelia,Veigar,Talon,Gragas","Rakan,Lucian,Riven,Twitch,Malzahar","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385485508&summonerId=42175271&gameTime=1539753866","Graves","Irelia","Veigar","Talon","Gragas","Rakan","Lucian","Riven","Twitch","Malzahar"
"3385487569","Normal","Irelia,Sion,Kai'Sa,Camille,Twitch","Ashe,Kai'Sa,Malzahar,Camille,Nocturne","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385487569&summonerId=24024074&gameTime=1539755403","Irelia","Sion","Kai'Sa","Camille","Twitch","Ashe","Kai'Sa","Malzahar","Camille","Nocturne"
"3385489670","Normal","Ryze,Yasuo,Kai'Sa,Jax,Shaco","Fizz,Yasuo,Vel'Koz,Kai'Sa,Talon","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385489670&summonerId=2795077&gameTime=1539755550","Ryze","Yasuo","Kai'Sa","Jax","Shaco","Fizz","Yasuo","Vel'Koz","Kai'Sa","Talon"
"3385488144","Normal","Rakan,Ezreal,Sion,Lee Sin,LeBlanc","Irelia,Lee Sin,Draven,Yasuo,Lulu","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385488144&summonerId=33500418&gameTime=1539754658","Rakan","Ezreal","Sion","Lee Sin","LeBlanc","Irelia","Lee Sin","Draven","Yasuo","Lulu"
"3385492275","Normal","Quinn,Thresh,Kai'Sa,Viktor,Lee Sin","LeBlanc,Swain,Ezreal,Thresh,Lucian","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385492275&summonerId=1400989&gameTime=1539751021","Quinn","Thresh","Kai'Sa","Viktor","Lee Sin","LeBlanc","Swain","Ezreal","Thresh","Lucian"
"3385493255","Normal","Kayle,Master Yi,Taric,Vayne,Thresh","Evelynn,Kai'Sa,Thresh,Yasuo,Garen","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385493255&summonerId=74220226&gameTime=1539752142","Kayle","Master Yi","Taric","Vayne","Thresh","Evelynn","Kai'Sa","Thresh","Yasuo","Garen"
"3385496946","Normal","Garen,Ezreal,LeBlanc,Morgana,Graves","Graves,Azir,Pyke,Viktor,Kai'Sa","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385496946&summonerId=1400989&gameTime=1539754902","Garen","Ezreal","LeBlanc","Morgana","Graves","Graves","Azir","Pyke","Viktor","Kai'Sa"
"3385498182","Normal","Ryze,Rengar,Darius,Lucian,Pyke","Irelia,Kennen,Riven,Xayah,Rakan","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385498182&summonerId=37330489&gameTime=1539755071","Ryze","Rengar","Darius","Lucian","Pyke","Irelia","Kennen","Riven","Xayah","Rakan"
"3385497932","Normal","Taliyah,Jinx,Kassadin,Pyke,Urgot","Aatrox,Akali,Sivir,Darius,Lee Sin","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385497932&summonerId=73890294&gameTime=1539754882","Taliyah","Jinx","Kassadin","Pyke","Urgot","Aatrox","Akali","Sivir","Darius","Lee Sin"
"3385502280","Normal","Urgot,Lux,Gragas,Heimerdinger,Kai'Sa","Vayne,Draven,Aatrox,Alistar,Camille","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385502280&summonerId=73890294&gameTime=1539757876","Urgot","Lux","Gragas","Heimerdinger","Kai'Sa","Vayne","Draven","Aatrox","Alistar","Camille"
"3385506643","Normal","Kassadin,Ezreal,Thresh,Graves,Zoe","Ornn,Xerath,Shaco,Alistar,Yasuo","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385506643&summonerId=9041656&gameTime=1539760325","Kassadin","Ezreal","Thresh","Graves","Zoe","Ornn","Xerath","Shaco","Alistar","Yasuo"
"3385512110","Normal","Zoe,Leona,Jarvan IV,Miss Fortune,Hecarim","Miss Fortune,Yasuo,Ryze,Pantheon,Cho'Gath","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385512110&summonerId=9041656&gameTime=1539757763","Zoe","Leona","Jarvan IV","Miss Fortune","Hecarim","Miss Fortune","Yasuo","Ryze","Pantheon","Cho'Gath"
"3385513365","Normal","Ziggs,Kassadin,Jinx,Shen,Jarvan IV","Cho'Gath,Rengar,Irelia,Ashe,Lux","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385513365&summonerId=26492509&gameTime=1539757991","Ziggs","Kassadin","Jinx","Shen","Jarvan IV","Cho'Gath","Rengar","Irelia","Ashe","Lux"
"3385513747","Normal","Alistar,Ahri,Jhin,Lee Sin,Akali","Heimerdinger,Akali,Taliyah,Jhin,Kayn","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385513747&summonerId=66330180&gameTime=1539757570","Alistar","Ahri","Jhin","Lee Sin","Akali","Heimerdinger","Akali","Taliyah","Jhin","Kayn"
"3385520614","Normal","Miss Fortune,Zed,Alistar,Zac,Urgot","Ezreal,Taliyah,Kayle,Cassiopeia,Rumble","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385520614&summonerId=11408594&gameTime=1539756515","Miss Fortune","Zed","Alistar","Zac","Urgot","Ezreal","Taliyah","Kayle","Cassiopeia","Rumble"
"3385517531","Normal","Xayah,Zed,Viktor,Rakan,Varus","Aatrox,Graves,Jarvan IV,Lucian,Pyke","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385517531&summonerId=73890294&gameTime=1539760276","Xayah","Zed","Viktor","Rakan","Varus","Aatrox","Graves","Jarvan IV","Lucian","Pyke"
"3385522560","Normal","Yasuo,Aatrox,Kayn,Akali,Blitzcrank","Xayah,Pyke,Jarvan IV,Urgot,Teemo","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385522560&summonerId=13555208&gameTime=1539757479","Yasuo","Aatrox","Kayn","Akali","Blitzcrank","Xayah","Pyke","Jarvan IV","Urgot","Teemo"
"3385526685","Normal","Kha'Zix,Zed,Evelynn,Lux,Vayne","Ezreal,Wukong,Ahri,Dr. Mundo,Urgot","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385526685&summonerId=26492509&gameTime=1539759098","Kha'Zix","Zed","Evelynn","Lux","Vayne","Ezreal","Wukong","Ahri","Dr. Mundo","Urgot"
"3385536416","Normal","Lissandra,Jhin,Camille,Lee Sin,Xerath","Fiora,Miss Fortune,Swain,Kassadin,Nunu & Willump","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385536416&summonerId=5295104&gameTime=1539760328","Lissandra","Jhin","Camille","Lee Sin","Xerath","Fiora","Miss Fortune","Swain","Kassadin","Nunu & Willump"
"3385538879","Normal","Pyke,Aatrox,Sion,Lucian,Kha'Zix","Alistar,Akali,Irelia,Kai'Sa,Aatrox","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385538879&summonerId=13555208&gameTime=1539760337","Pyke","Aatrox","Sion","Lucian","Kha'Zix","Alistar","Akali","Irelia","Kai'Sa","Aatrox"
"3385535950","Normal","Draven,Wukong,Teemo,Nautilus,Irelia","Ezreal,Xerath,Nocturne,Illaoi,Vel'Koz","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385535950&summonerId=13555208&gameTime=1539758719","Draven","Wukong","Teemo","Nautilus","Irelia","Ezreal","Xerath","Nocturne","Illaoi","Vel'Koz"
"3385542309","Normal","Urgot,Vel'Koz,Fizz,Ziggs,Lee Sin","Taliyah,Lulu,Renekton,Kog'Maw,Irelia","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385542309&summonerId=18800550&gameTime=1539757179","Urgot","Vel'Koz","Fizz","Ziggs","Lee Sin","Taliyah","Lulu","Renekton","Kog'Maw","Irelia"
"3385546691","Normal","Master Yi,Sion,Rakan,Brand,Xayah","Kindred,Cho'Gath,Heimerdinger,Ahri,Ezreal","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385546691&summonerId=3600173&gameTime=1539760705","Master Yi","Sion","Rakan","Brand","Xayah","Kindred","Cho'Gath","Heimerdinger","Ahri","Ezreal"
"3385547846","Normal","Talon,Teemo,Kog'Maw,Aatrox,Skarner","Kai'Sa,Yasuo,Fiora,Twisted Fate,Lee Sin","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385547846&summonerId=5133553&gameTime=1539760358","Talon","Teemo","Kog'Maw","Aatrox","Skarner","Kai'Sa","Yasuo","Fiora","Twisted Fate","Lee Sin"
"3385550585","Normal","Akali,Xayah,Nidalee,Yasuo,Braum","Leona,Kha'Zix,Irelia,Darius,Yasuo","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385550585&summonerId=66200616&gameTime=1539760806","Akali","Xayah","Nidalee","Yasuo","Braum","Leona","Kha'Zix","Irelia","Darius","Yasuo"
"3385557628","Normal","Ezreal,Nautilus,Zed,Teemo,Vi","Jinx,Thresh,Yasuo,Viktor,Udyr","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385557628&summonerId=18800550&gameTime=1539764175","Ezreal","Nautilus","Zed","Teemo","Vi","Jinx","Thresh","Yasuo","Viktor","Udyr"
"3385568031","Normal","Miss Fortune,Master Yi,Rakan,Aatrox,Brand","Gragas,Yasuo,Jhin,Lux,Sion","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385568031&summonerId=9041656&gameTime=1539763901","Miss Fortune","Master Yi","Rakan","Aatrox","Brand","Gragas","Yasuo","Jhin","Lux","Sion"
"3385567892","Normal","Yasuo,Xin Zhao,Xerath,Ezreal,Rakan","Morgana,Ryze,Sivir,Ezreal,Pantheon","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385567892&summonerId=5133553&gameTime=1539763839","Yasuo","Xin Zhao","Xerath","Ezreal","Rakan","Morgana","Ryze","Sivir","Ezreal","Pantheon"
"3385577445","Normal","Graves,Riven,Yasuo,Lulu,Ahri","Karma,Nami,Kassadin,Kai'Sa,Amumu","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385577445&summonerId=17800795&gameTime=1539763959","Graves","Riven","Yasuo","Lulu","Ahri","Karma","Nami","Kassadin","Kai'Sa","Amumu"
"3385575897","Normal","Aatrox,Lissandra,Draven,Garen,Nautilus","Kassadin,Nami,Kennen,Kayn,Jhin","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385575897&summonerId=5180335&gameTime=1539763014","Aatrox","Lissandra","Draven","Garen","Nautilus","Kassadin","Nami","Kennen","Kayn","Jhin"
"3385579340","Normal","Sion,Urgot,Garen,Varus,Orianna","Hecarim,Darius,Zed,Kai'Sa,Blitzcrank","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385579340&summonerId=1463219&gameTime=1539764086","Sion","Urgot","Garen","Varus","Orianna","Hecarim","Darius","Zed","Kai'Sa","Blitzcrank"
"3385583124","Normal","Taliyah,Heimerdinger,Ezreal,Brand,Kai'Sa","Malphite,Katarina,Jax,Twitch,Ezreal","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385583124&summonerId=5133553&gameTime=1539762170","Taliyah","Heimerdinger","Ezreal","Brand","Kai'Sa","Malphite","Katarina","Jax","Twitch","Ezreal"
"3385587459","Normal","Poppy,Yasuo,Vayne,Morgana,Diana","Rammus,LeBlanc,Jhin,Janna,Pyke","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385587459&summonerId=2350147&gameTime=1539762554","Poppy","Yasuo","Vayne","Morgana","Diana","Rammus","LeBlanc","Jhin","Janna","Pyke"
"3385586774","Normal","Kai'Sa,Taliyah,Viktor,Nautilus,Varus","Kassadin,Irelia,Rengar,Jhin,Soraka","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385586774&summonerId=9005030&gameTime=1539764159","Kai'Sa","Taliyah","Viktor","Nautilus","Varus","Kassadin","Irelia","Rengar","Jhin","Soraka"
"3385593739","Normal","Amumu,Ezreal,Miss Fortune,Vel'Koz,Galio","Zoe,Evelynn,Vayne,Gragas,Dr. Mundo","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3385593739&summonerId=3600173&gameTime=1539762649","Amumu","Ezreal","Miss Fortune","Vel'Koz","Galio","Zoe","Evelynn","Vayne","Gragas","Dr. Mundo"
