"gameid","gametype","blue","red","resultb","url","SPLIT_STRING(blue,',',1)","SPLIT_STRING(blue,',',2)","SPLIT_STRING(blue,',',3)","SPLIT_STRING(blue,',',4)","SPLIT_STRING(blue,',',5)","SPLIT_STRING(red,',',1)","SPLIT_STRING(red,',',2)","SPLIT_STRING(red,',',3)","SPLIT_STRING(red,',',4)","SPLIT_STRING(red,',',5)"
"3366857984","Normal","Aatrox,Udyr,Alistar,Orianna,Draven","Ahri,Poppy,Yasuo,Pyke,Gragas","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366857984&summonerId=59920678&gameTime=1538493037","Aatrox","Udyr","Alistar","Orianna","Draven","Ahri","Poppy","Yasuo","Pyke","Gragas"
"3366868852","Normal","Camille,Akali,Annie,Jinx,Brand","Lee Sin,Malphite,Zyra,Ashe,Darius","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366868852&summonerId=68840157&gameTime=1538492041","Camille","Akali","Annie","Jinx","Brand","Lee Sin","Malphite","Zyra","Ashe","Darius"
"3366868141","Normal","Kai'Sa,Elise,Jax,Nidalee,Twisted Fate","Anivia,Kha'Zix,Yasuo,Sona,Jax","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366868141&summonerId=58850144&gameTime=1538492857","Kai'Sa","Elise","Jax","Nidalee","Twisted Fate","Anivia","Kha'Zix","Yasuo","Sona","Jax"
"3366872724","Normal","Yorick,Lulu,Gragas,Miss Fortune,Kha'Zix","Orianna,Amumu,Lulu,Rumble,Irelia","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366872724&summonerId=55940634&gameTime=1538490981","Yorick","Lulu","Gragas","Miss Fortune","Kha'Zix","Orianna","Amumu","Lulu","Rumble","Irelia"
"3366873288","Normal","Heimerdinger,Kai'Sa,Soraka,Irelia,Aurelion Sol","Rengar,Malzahar,Twitch,Miss Fortune,Kayn","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366873288&summonerId=3983430&gameTime=1538492079","Heimerdinger","Kai'Sa","Soraka","Irelia","Aurelion Sol","Rengar","Malzahar","Twitch","Miss Fortune","Kayn"
"3366874815","Normal","Kai'Sa,Jax,Zed,Fiddlesticks,Camille","Kai'Sa,Heimerdinger,Vel'Koz,Nami,Camille","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366874815&summonerId=55642091&gameTime=1538491252","Kai'Sa","Jax","Zed","Fiddlesticks","Camille","Kai'Sa","Heimerdinger","Vel'Koz","Nami","Camille"
"3366874262","Normal","Blitzcrank,Yasuo,Sona,Kai'Sa,Malphite","Malphite,Lee Sin,Teemo,Twisted Fate,Dr. Mundo","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366874262&summonerId=6704587&gameTime=1538491150","Blitzcrank","Yasuo","Sona","Kai'Sa","Malphite","Malphite","Lee Sin","Teemo","Twisted Fate","Dr. Mundo"
"3366887309","Normal","Darius,Kayle,Poppy,Lulu,Kog'Maw","Graves,Yasuo,Karthus,Thresh,Kai'Sa","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366887309&summonerId=6030933&gameTime=1538492592","Darius","Kayle","Poppy","Lulu","Kog'Maw","Graves","Yasuo","Karthus","Thresh","Kai'Sa"
"3366878376","Normal","Wukong,LeBlanc,Camille,Xayah,Rakan","Zoe,Rakan,Kai'Sa,Kayn,Riven","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366878376&summonerId=39831701&gameTime=1538492304","Wukong","LeBlanc","Camille","Xayah","Rakan","Zoe","Rakan","Kai'Sa","Kayn","Riven"
"3366889370","Normal","Akali,Xin Zhao,Pyke,Tahm Kench,Xayah","Ezreal,Aatrox,Thresh,Xin Zhao,Rengar","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366889370&summonerId=55642091&gameTime=1538492526","Akali","Xin Zhao","Pyke","Tahm Kench","Xayah","Ezreal","Aatrox","Thresh","Xin Zhao","Rengar"
"3366885284","Normal","Nidalee,Malphite,Teemo,Ashe,Darius","Morgana,Master Yi,Quinn,Talon,Tristana","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366885284&summonerId=68840157&gameTime=1538490839","Nidalee","Malphite","Teemo","Ashe","Darius","Morgana","Master Yi","Quinn","Talon","Tristana"
"3366884622","Normal","Ahri,Darius,Nautilus,Ezreal,Rumble","Camille,Shyvana,Jhin,Zoe,Leona","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366884622&summonerId=2908606&gameTime=1538492208","Ahri","Darius","Nautilus","Ezreal","Rumble","Camille","Shyvana","Jhin","Zoe","Leona"
"3366894845","Normal","Camille,Thresh,Vayne,Teemo,Wukong","Jax,Jhin,Morgana,Graves,Vladimir","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366894845&summonerId=3983430&gameTime=1538494915","Camille","Thresh","Vayne","Teemo","Wukong","Jax","Jhin","Morgana","Graves","Vladimir"
"3366906687","Normal","Lucian,Master Yi,Karma,Teemo,Zed","Aatrox,Kha'Zix,Nami,Darius,Veigar","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366906687&summonerId=55642091&gameTime=1538494508","Lucian","Master Yi","Karma","Teemo","Zed","Aatrox","Kha'Zix","Nami","Darius","Veigar"
"3366905406","Normal","Camille,Rek'Sai,Ezreal,Nunu & Willump,Ekko","Camille,Gangplank,Diana,Lucian,Leona","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366905406&summonerId=39831701&gameTime=1538493396","Camille","Rek'Sai","Ezreal","Nunu & Willump","Ekko","Camille","Gangplank","Diana","Lucian","Leona"
"3366919465","Normal","Evelynn,Malzahar,Jhin,Shen,Irelia","Jinx,Twisted Fate,Alistar,Cho'Gath,Graves","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366919465&summonerId=6976304&gameTime=1538494775","Evelynn","Malzahar","Jhin","Shen","Irelia","Jinx","Twisted Fate","Alistar","Cho'Gath","Graves"
"3366926081","Normal","Riven,Lissandra,Camille,Pyke,Miss Fortune","Ashe,Vayne,LeBlanc,Leona,Ezreal","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366926081&summonerId=6030933&gameTime=1538494712","Riven","Lissandra","Camille","Pyke","Miss Fortune","Ashe","Vayne","LeBlanc","Leona","Ezreal"
"3366926776","Normal","Poppy,Lee Sin,Nami,Ahri,Kai'Sa","Katarina,Draven,Nami,Master Yi,Yasuo","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366926776&summonerId=65701296&gameTime=1538494171","Poppy","Lee Sin","Nami","Ahri","Kai'Sa","Katarina","Draven","Nami","Master Yi","Yasuo"
"3366931309","Normal","Swain,Kai'Sa,Gragas,LeBlanc,Rakan","Caitlyn,Nunu & Willump,Tahm Kench,Orianna,Lux","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366931309&summonerId=4464095&gameTime=1538494981","Swain","Kai'Sa","Gragas","LeBlanc","Rakan","Caitlyn","Nunu & Willump","Tahm Kench","Orianna","Lux"
"3366933561","Normal","Ezreal,Thresh,Gnar,Zed,Trundle","Camille,Morgana,Kalista,Orianna,Lee Sin","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366933561&summonerId=30202240&gameTime=1538494092","Ezreal","Thresh","Gnar","Zed","Trundle","Camille","Morgana","Kalista","Orianna","Lee Sin"
"3366952889","Normal","Tryndamere,Veigar,Tristana,Yasuo,Elise","Gragas,Nidalee,Kai'Sa,Vayne,Blitzcrank","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366952889&summonerId=3452191&gameTime=1538495217","Tryndamere","Veigar","Tristana","Yasuo","Elise","Gragas","Nidalee","Kai'Sa","Vayne","Blitzcrank"
"3366974755","Normal","Fiora,Jhin,Kha'Zix,Lux,Leona","Lee Sin,Yasuo,Katarina,Miss Fortune,Brand","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366974755&summonerId=6030933&gameTime=1538497287","Fiora","Jhin","Kha'Zix","Lux","Leona","Lee Sin","Yasuo","Katarina","Miss Fortune","Brand"
"3366978900","Normal","Blitzcrank,Akali,Yasuo,Lee Sin,Riven","Cho'Gath,Fizz,Graves,Alistar,Sion","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366978900&summonerId=5571856&gameTime=1538497261","Blitzcrank","Akali","Yasuo","Lee Sin","Riven","Cho'Gath","Fizz","Graves","Alistar","Sion"
"3366981917","Normal","LeBlanc,Pyke,Thresh,Sivir,Yasuo","Evelynn,LeBlanc,Lulu,Karma,Kai'Sa","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366981917&summonerId=30202240&gameTime=1538495392","LeBlanc","Pyke","Thresh","Sivir","Yasuo","Evelynn","LeBlanc","Lulu","Karma","Kai'Sa"
"3366972412","Normal","Darius,Kha'Zix,Xerath,Quinn,Rakan","Teemo,Urgot,Xin Zhao,Anivia,Ezreal","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366972412&summonerId=27780169&gameTime=1538496326","Darius","Kha'Zix","Xerath","Quinn","Rakan","Teemo","Urgot","Xin Zhao","Anivia","Ezreal"
"3366984861","Normal","Jhin,Aatrox,Xerath,Kha'Zix,Brand","Vayne,Irelia,Kha'Zix,Karthus,Cho'Gath","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366984861&summonerId=3983430&gameTime=1538496099","Jhin","Aatrox","Xerath","Kha'Zix","Brand","Vayne","Irelia","Kha'Zix","Karthus","Cho'Gath"
"3366986269","Normal","Lee Sin,Veigar,Tahm Kench,Lucian,Akali","Dr. Mundo,Cassiopeia,Lee Sin,Soraka,Sivir","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366986269&summonerId=3452191&gameTime=1538496474","Lee Sin","Veigar","Tahm Kench","Lucian","Akali","Dr. Mundo","Cassiopeia","Lee Sin","Soraka","Sivir"
"3366995327","Normal","Kha'Zix,Vayne,Ashe,Blitzcrank,Orianna","Malphite,Dr. Mundo,Aatrox,Kha'Zix,Twisted Fate","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3366995327&summonerId=5571856&gameTime=1538500156","Kha'Zix","Vayne","Ashe","Blitzcrank","Orianna","Malphite","Dr. Mundo","Aatrox","Kha'Zix","Twisted Fate"
"3367012322","Normal","Twitch,Morgana,Riven,Azir,Graves","Xayah,Pantheon,Hecarim,Rakan,Vel'Koz","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367012322&summonerId=12044273&gameTime=1538498972","Twitch","Morgana","Riven","Azir","Graves","Xayah","Pantheon","Hecarim","Rakan","Vel'Koz"
"3367012698","Normal","Karma,Kassadin,Poppy,Kayn,Caitlyn","Singed,LeBlanc,Kha'Zix,Leona,Graves","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367012698&summonerId=3452191&gameTime=1538498772","Karma","Kassadin","Poppy","Kayn","Caitlyn","Singed","LeBlanc","Kha'Zix","Leona","Graves"
"3367005316","Normal","Ezreal,Lee Sin,Cho'Gath,Akali,Xerath","Gragas,Gangplank,LeBlanc,Vladimir,Morgana","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367005316&summonerId=38001224&gameTime=1538499652","Ezreal","Lee Sin","Cho'Gath","Akali","Xerath","Gragas","Gangplank","LeBlanc","Vladimir","Morgana"
"3367016074","Normal","Katarina,Gragas,Pantheon,Ezreal,Zyra","Jhin,Twisted Fate,Jarvan IV,Blitzcrank,Malzahar","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367016074&summonerId=66200616&gameTime=1538499288","Katarina","Gragas","Pantheon","Ezreal","Zyra","Jhin","Twisted Fate","Jarvan IV","Blitzcrank","Malzahar"
"3367025796","Normal","Sona,Darius,Lucian,Nasus,Jarvan IV","Camille,Soraka,Diana,Kled,Sivir","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367025796&summonerId=9237771&gameTime=1538499381","Sona","Darius","Lucian","Nasus","Jarvan IV","Camille","Soraka","Diana","Kled","Sivir"
"3367025679","Normal","Alistar,Twitch,Ahri,Jarvan IV,Malphite","Jhin,Fiora,Skarner,Thresh,Orianna","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367025679&summonerId=19221484&gameTime=1538498853","Alistar","Twitch","Ahri","Jarvan IV","Malphite","Jhin","Fiora","Skarner","Thresh","Orianna"
"3367034697","Normal","Nidalee,Thresh,Kalista,Lux,Sion","Malphite,Caitlyn,Zyra,Yasuo,Lee Sin","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367034697&summonerId=7841495&gameTime=1538499109","Nidalee","Thresh","Kalista","Lux","Sion","Malphite","Caitlyn","Zyra","Yasuo","Lee Sin"
"3367040387","Normal","LeBlanc,Kai'Sa,Pyke,Lee Sin,Kayle","Nasus,Soraka,Kai'Sa,Yasuo,Evelynn","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367040387&summonerId=3452191&gameTime=1538500067","LeBlanc","Kai'Sa","Pyke","Lee Sin","Kayle","Nasus","Soraka","Kai'Sa","Yasuo","Evelynn"
"3367041687","Normal","Lux,Amumu,Syndra,Varus,Fizz","Nasus,Nidalee,Akali,Thresh,Xayah","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367041687&summonerId=7841495&gameTime=1538501126","Lux","Amumu","Syndra","Varus","Fizz","Nasus","Nidalee","Akali","Thresh","Xayah"
"3367043242","Normal","Lee Sin,Lux,Zoe,Vladimir,Irelia","Aatrox,Brand,Ryze,Kha'Zix,Jhin","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367043242&summonerId=38001224&gameTime=1538502188","Lee Sin","Lux","Zoe","Vladimir","Irelia","Aatrox","Brand","Ryze","Kha'Zix","Jhin"
"3367055507","Normal","Alistar,Caitlyn,Pyke,LeBlanc,Trundle","Ezreal,Pantheon,Hecarim,Soraka,Malzahar","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367055507&summonerId=12044273&gameTime=1538503409","Alistar","Caitlyn","Pyke","LeBlanc","Trundle","Ezreal","Pantheon","Hecarim","Soraka","Malzahar"
"3367063790","Normal","Blitzcrank,Graves,Mordekaiser,Jax,Yasuo","Amumu,Annie,Darius,Kai'Sa,Alistar","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367063790&summonerId=5571856&gameTime=1538501994","Blitzcrank","Graves","Mordekaiser","Jax","Yasuo","Amumu","Annie","Darius","Kai'Sa","Alistar"
"3367063865","Normal","Jax,Kha'Zix,Thresh,Ekko,Kai'Sa","Thresh,Lucian,Evelynn,Heimerdinger,Gangplank","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367063865&summonerId=1815464&gameTime=1538502978","Jax","Kha'Zix","Thresh","Ekko","Kai'Sa","Thresh","Lucian","Evelynn","Heimerdinger","Gangplank"
"3367067833","Normal","Pyke,Miss Fortune,Draven,Sejuani,Jarvan IV","Volibear,Lee Sin,Zed,Kha'Zix,Jarvan IV","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367067833&summonerId=34750971&gameTime=1538503893","Pyke","Miss Fortune","Draven","Sejuani","Jarvan IV","Volibear","Lee Sin","Zed","Kha'Zix","Jarvan IV"
"3367072959","Normal","Leona,Ahri,Xin Zhao,Camille,Miss Fortune","Rakan,Kindred,Viktor,Singed,Xayah","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367072959&summonerId=30884102&gameTime=1538502439","Leona","Ahri","Xin Zhao","Camille","Miss Fortune","Rakan","Kindred","Viktor","Singed","Xayah"
"3367097246","Normal","Darius,Vayne,Soraka,Lee Sin,Fizz","Nami,Mordekaiser,Twisted Fate,Caitlyn,Poppy","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367097246&summonerId=1544244&gameTime=1538503658","Darius","Vayne","Soraka","Lee Sin","Fizz","Nami","Mordekaiser","Twisted Fate","Caitlyn","Poppy"
"3367091725","Normal","Ahri,Alistar,Nasus,Twitch,Trundle","Jarvan IV,Alistar,Kled,Lucian,Annie","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367091725&summonerId=1544244&gameTime=1538502021","Ahri","Alistar","Nasus","Twitch","Trundle","Jarvan IV","Alistar","Kled","Lucian","Annie"
"3367118691","Normal","Vayne,Rammus,Nami,Camille,Twisted Fate","Vladimir,Evelynn,Braum,Lucian,Akali","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367118691&summonerId=8690136&gameTime=1538509679","Vayne","Rammus","Nami","Camille","Twisted Fate","Vladimir","Evelynn","Braum","Lucian","Akali"
"3367110420","Normal","Caitlyn,Fizz,Pyke,Lee Sin,Kled","Leona,Irelia,Camille,Gangplank,Miss Fortune","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367110420&summonerId=30884102&gameTime=1538504608","Caitlyn","Fizz","Pyke","Lee Sin","Kled","Leona","Irelia","Camille","Gangplank","Miss Fortune"
"3367140091","Normal","Aatrox,Galio,Jhin,Karthus,Sion","Thresh,Yasuo,Shen,Udyr,Kai'Sa","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367140091&summonerId=1815464&gameTime=1538504938","Aatrox","Galio","Jhin","Karthus","Sion","Thresh","Yasuo","Shen","Udyr","Kai'Sa"
"3367141858","Normal","Kai'Sa,Teemo,Xin Zhao,Orianna,Thresh","Fiora,Pyke,Kai'Sa,Janna,Amumu","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367141858&summonerId=34750971&gameTime=1538505820","Kai'Sa","Teemo","Xin Zhao","Orianna","Thresh","Fiora","Pyke","Kai'Sa","Janna","Amumu"
"3367148070","Normal","Lucian,Kindred,Soraka,Twisted Fate,Yasuo","Vladimir,Orianna,Lucian,Graves,Camille","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367148070&summonerId=37790225&gameTime=1538510405","Lucian","Kindred","Soraka","Twisted Fate","Yasuo","Vladimir","Orianna","Lucian","Graves","Camille"
"3367160152","Normal","Xayah,Rakan,Zoe,Illaoi,Xin Zhao","Vayne,Karma,Nidalee,Jarvan IV,Irelia","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367160152&summonerId=12044273&gameTime=1538505344","Xayah","Rakan","Zoe","Illaoi","Xin Zhao","Vayne","Karma","Nidalee","Jarvan IV","Irelia"
"3367164517","Normal","Ekko,Xin Zhao,Jhin,Irelia,Leona","Yasuo,Ezreal,Irelia,Blitzcrank,Malphite","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367164517&summonerId=37790225&gameTime=1538508311","Ekko","Xin Zhao","Jhin","Irelia","Leona","Yasuo","Ezreal","Irelia","Blitzcrank","Malphite"
"3367237230","Normal","Rakan,Ashe,Ahri,Kennen,Lee Sin","Yasuo,Jarvan IV,Zed,Alistar,Miss Fortune","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367237230&summonerId=67951591&gameTime=1538524111","Rakan","Ashe","Ahri","Kennen","Lee Sin","Yasuo","Jarvan IV","Zed","Alistar","Miss Fortune"
"3367250302","Normal","Kennen,Miss Fortune,Gragas,Zed,Yasuo","Blitzcrank,Kai'Sa,Ornn,Camille,Lulu","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367250302&summonerId=28491622&gameTime=1538511775","Kennen","Miss Fortune","Gragas","Zed","Yasuo","Blitzcrank","Kai'Sa","Ornn","Camille","Lulu"
"3367251660","Normal","Teemo,Master Yi,Zilean,Orianna,Sion","Alistar,Jhin,Ornn,Lee Sin,Zoe","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367251660&summonerId=28491622&gameTime=1538513751","Teemo","Master Yi","Zilean","Orianna","Sion","Alistar","Jhin","Ornn","Lee Sin","Zoe"
"3367256005","Normal","Hecarim,Malzahar,Mordekaiser,Pantheon,Zed","Ryze,Jinx,Zoe,Camille,Alistar","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367256005&summonerId=67951591&gameTime=1538522075","Hecarim","Malzahar","Mordekaiser","Pantheon","Zed","Ryze","Jinx","Zoe","Camille","Alistar"
"3367260050","Normal","Brand,LeBlanc,Kha'Zix,Caitlyn,Poppy","Aatrox,Caitlyn,Blitzcrank,Evelynn,Anivia","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367260050&summonerId=37790225&gameTime=1538512134","Brand","LeBlanc","Kha'Zix","Caitlyn","Poppy","Aatrox","Caitlyn","Blitzcrank","Evelynn","Anivia"
"3367539228","Normal","Lux,Nidalee,Rengar,Ezreal,Zed","Quinn,Teemo,Katarina,Thresh,Lee Sin","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367539228&summonerId=18961574&gameTime=1538538608","Lux","Nidalee","Rengar","Ezreal","Zed","Quinn","Teemo","Katarina","Thresh","Lee Sin"
"3367568923","Normal","Irelia,Nasus,Nunu & Willump,Darius,Pyke","Shen,Ezreal,Vel'Koz,Brand,Aurelion Sol","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367568923&summonerId=10511982&gameTime=1538538543","Irelia","Nasus","Nunu & Willump","Darius","Pyke","Shen","Ezreal","Vel'Koz","Brand","Aurelion Sol"
"3367616336","Normal","Zilean,Darius,Ahri,Maokai,Jinx","Vayne,Zed,Kayn,Yasuo,Renekton","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367616336&summonerId=10181670&gameTime=1538541769","Zilean","Darius","Ahri","Maokai","Jinx","Vayne","Zed","Kayn","Yasuo","Renekton"
"3367598492","Normal","Zoe,Xin Zhao,Kayle,Jhin,Thresh","LeBlanc,Janna,Kai'Sa,Darius,Camille","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367598492&summonerId=73360470&gameTime=1538541530","Zoe","Xin Zhao","Kayle","Jhin","Thresh","LeBlanc","Janna","Kai'Sa","Darius","Camille"
"3367630291","Normal","Jhin,Orianna,Maokai,LeBlanc,Vi","Lux,Malphite,Kai'Sa,Brand,Garen","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367630291&summonerId=42112736&gameTime=1538541925","Jhin","Orianna","Maokai","LeBlanc","Vi","Lux","Malphite","Kai'Sa","Brand","Garen"
"3367695745","Normal","Yasuo,Leona,Miss Fortune,Lee Sin,Ahri","Camille,Ahri,Vayne,Jayce,Sona","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367695745&summonerId=2088485&gameTime=1538546502","Yasuo","Leona","Miss Fortune","Lee Sin","Ahri","Camille","Ahri","Vayne","Jayce","Sona"
"3367707921","Normal","Lucian,Sion,Aatrox,Udyr,Lee Sin","Tahm Kench,Graves,Fiora,Yasuo,Jhin","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367707921&summonerId=17053173&gameTime=1538546473","Lucian","Sion","Aatrox","Udyr","Lee Sin","Tahm Kench","Graves","Fiora","Yasuo","Jhin"
"3367060857","Normal","Yasuo,Singed,Thresh,Corki,Shaco","Xayah,Pantheon,Twisted Fate,Rakan,Taliyah","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367060857&summonerId=12044273&gameTime=1538500590","Yasuo","Singed","Thresh","Corki","Shaco","Xayah","Pantheon","Twisted Fate","Rakan","Taliyah"
"3367739321","Normal","Yasuo,Soraka,Kai'Sa,Alistar,Malphite","Gragas,Twisted Fate,Riven,Ashe,Rakan","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367739321&summonerId=2908606&gameTime=1538549685","Yasuo","Soraka","Kai'Sa","Alistar","Malphite","Gragas","Twisted Fate","Riven","Ashe","Rakan"
"3367744397","Normal","Blitzcrank,Teemo,Nunu & Willump,Malzahar,Lucian","Nami,Fiddlesticks,Irelia,Camille,Jinx","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367744397&summonerId=2088485&gameTime=1538548827","Blitzcrank","Teemo","Nunu & Willump","Malzahar","Lucian","Nami","Fiddlesticks","Irelia","Camille","Jinx"
"3367758094","Normal","Xayah,Hecarim,Lux,Twisted Fate,Jax","Gragas,Urgot,Zed,Pyke,Miss Fortune","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367758094&summonerId=66280341&gameTime=1538550034","Xayah","Hecarim","Lux","Twisted Fate","Jax","Gragas","Urgot","Zed","Pyke","Miss Fortune"
"3367760667","Normal","Hecarim,Ezreal,Twisted Fate,Lux,Alistar","Irelia,Thresh,Caitlyn,Mordekaiser,Ziggs","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367760667&summonerId=66280341&gameTime=1538547362","Hecarim","Ezreal","Twisted Fate","Lux","Alistar","Irelia","Thresh","Caitlyn","Mordekaiser","Ziggs"
"3367734247","Normal","Rengar,Zed,Miss Fortune,Braum,Amumu","Jarvan IV,Kai'Sa,Ekko,Kha'Zix,Soraka","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367734247&summonerId=17053173&gameTime=1538549216","Rengar","Zed","Miss Fortune","Braum","Amumu","Jarvan IV","Kai'Sa","Ekko","Kha'Zix","Soraka"
"3367770567","Normal","Swain,Vayne,Pyke,Camille,Janna","Bard,Vladimir,Graves,Xayah,Cassiopeia","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367770567&summonerId=2908606&gameTime=1538547709","Swain","Vayne","Pyke","Camille","Janna","Bard","Vladimir","Graves","Xayah","Cassiopeia"
"3367807907","Normal","Evelynn,Jhin,Orianna,Teemo,Gragas","Lissandra,Jhin,Teemo,Cho'Gath,Jax","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367807907&summonerId=60830815&gameTime=1538551048","Evelynn","Jhin","Orianna","Teemo","Gragas","Lissandra","Jhin","Teemo","Cho'Gath","Jax"
"3367815502","Normal","Pyke,Lucian,Singed,Vladimir,Kha'Zix","Kai'Sa,Talon,Jax,Lee Sin,Karma","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367815502&summonerId=60020890&gameTime=1538550749","Pyke","Lucian","Singed","Vladimir","Kha'Zix","Kai'Sa","Talon","Jax","Lee Sin","Karma"
"3367829252","Normal","Orianna,Jayce,Leona,Lee Sin,Ashe","Xerath,Kayn,Rammus,Nami,Teemo","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367829252&summonerId=62500783&gameTime=1538551749","Orianna","Jayce","Leona","Lee Sin","Ashe","Xerath","Kayn","Rammus","Nami","Teemo"
"3367828304","Normal","Malzahar,Teemo,Lee Sin,Thresh,Jhin","Thresh,Kai'Sa,Ornn,Xin Zhao,Ahri","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367828304&summonerId=66280341&gameTime=1538552175","Malzahar","Teemo","Lee Sin","Thresh","Jhin","Thresh","Kai'Sa","Ornn","Xin Zhao","Ahri"
"3367843403","Normal","Fiora,Alistar,Yasuo,Orianna,Lee Sin","Taliyah,Janna,Malzahar,Miss Fortune,Shen","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367843403&summonerId=66224462&gameTime=1538552930","Fiora","Alistar","Yasuo","Orianna","Lee Sin","Taliyah","Janna","Malzahar","Miss Fortune","Shen"
"3367867558","Normal","Malphite,Kai'Sa,Yasuo,Taliyah,Lee Sin","Xin Zhao,Tahm Kench,Irelia,Cho'Gath,Ashe","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367867558&summonerId=62500783&gameTime=1538554699","Malphite","Kai'Sa","Yasuo","Taliyah","Lee Sin","Xin Zhao","Tahm Kench","Irelia","Cho'Gath","Ashe"
"3367874841","Normal","Maokai,Lucian,Taliyah,Nidalee,Aurelion Sol","Ezreal,Bard,Darius,Xerath,Jarvan IV","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3367874841&summonerId=57210151&gameTime=1538553000","Maokai","Lucian","Taliyah","Nidalee","Aurelion Sol","Ezreal","Bard","Darius","Xerath","Jarvan IV"
